City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,yarmouth,41.7057,-70.2286,14.44,91,0,2.51,US,1726462778
366,callao,-12.0667,-77.15,16.51,82,100,2.06,PE,1726462737
367,tolanaro,-25.0319,46.9987,19.04,94,0,0.0,MG,1726462781
368,mildura,-34.2,142.15,17.26,37,0,6.04,AU,1726462782
369,muang phonsavan,19.45,103.2167,25.9,77,100,0.45,LA,1726462783
370,boca suno,-0.7167,-77.1333,24.53,68,84,0.29,EC,1726462784
371,murzuq,25.9155,13.9184,27.5,40,8,3.6,LY,1726462785
372,wewak,-3.5534,143.6268,29.06,72,83,4.1,PG,1726462786
373,huasahuasi,-11.3167,-75.6167,6.14,88,99,0.85,PE,1726462788
374,arkhangel'sk,64.5401,40.5433,14.06,77,20,2.0,RU,1726462789
375,pavlodar,52.3,76.95,5.89,56,75,8.0,KZ,1726462790
376,gharyan,32.1722,13.0203,18.74,75,4,1.7,LY,1726462791
377,la'ie,21.6477,-157.9253,27.66,81,77,3.13,US,1726462698
378,cidreira,-30.1811,-50.2056,14.94,89,89,3.78,BR,1726462793
379,nar'yan-mar,67.6713,53.087,16.64,64,95,3.66,RU,1726462794
380,bandarbeyla,9.4942,50.8122,28.14,54,26,11.37,SO,1726462795
381,south hedland,-20.4089,118.5983,33.96,9,0,6.17,AU,1726462797
382,dazkiri,37.9186,29.8606,15.04,53,0,0.71,TR,1726462798
383,naracoorte,-36.9579,140.7383,14.34,53,84,5.45,AU,1726462799
384,ambon,-3.6954,128.1814,29.08,79,40,3.6,ID,1726462800
385,northam,51.0333,-4.2167,13.67,98,99,0.95,GB,1726462801
386,wuhai,39.6647,106.8122,16.85,70,85,2.59,CN,1726462802
387,monkey bay,-14.0728,34.9201,25.11,55,0,1.54,MW,1726462803
388,trairi,-3.2778,-39.2689,25.36,76,30,5.65,BR,1726462804
389,grafton,42.207,-71.6856,13.86,88,0,0.65,US,1726462807
390,serenje,-13.2325,30.2352,19.32,37,1,1.99,ZM,1726462808
391,palmerston,-12.486,130.9833,32.99,46,0,7.72,AU,1726462809
392,broome,42.2506,-75.833,18.33,80,78,1.76,US,1726462810
393,gotse delchev,41.5667,23.7333,13.42,77,88,0.98,BG,1726462811
394,palafrugell,41.9174,3.1631,13.51,55,11,2.54,ES,1726462812
395,khandyga,62.6667,135.6,8.35,54,30,1.4,RU,1726462814
396,kasongo-lunda,-6.4667,16.8167,23.81,81,22,0.96,CD,1726462815
397,medea,36.2642,2.7539,15.24,34,3,0.97,DZ,1726462816
398,hotan,37.0997,79.9269,26.07,20,71,4.37,CN,1726462819
399,selfoss,63.9331,-20.9971,2.8,64,100,3.33,IS,1726462820
400,rehoboth,-23.3167,17.0833,13.49,14,27,2.22,NA,1726462821
401,baltiysk,54.6538,19.911,16.17,72,100,4.8,RU,1726462823
402,al bawiti,28.3492,28.8659,25.35,68,0,3.41,EG,1726462824
403,west valley,46.5921,-120.6051,17.96,63,75,2.06,US,1726462825
404,saint-louis,16.3333,-15.0,27.92,66,99,3.98,SN,1726462826
405,long beach,33.767,-118.1892,20.05,84,20,3.09,US,1726462658
406,ebon,4.582,168.6964,28.23,68,39,1.34,MH,1726462828
407,sodankyla,67.4167,26.6,5.77,77,15,1.33,FI,1726462829
408,as sulayyil,20.4607,45.5779,34.1,15,0,4.35,SA,1726462830
409,hood river,45.7054,-121.5215,16.32,73,0,3.13,US,1726462831
410,bodaybo,57.8506,114.1933,7.31,73,100,2.45,RU,1726462833
411,buchanan,5.8808,-10.0467,24.37,89,100,2.6,LR,1726462834
412,makokou,0.5738,12.8642,20.63,99,96,0.74,GA,1726462835
413,sandnessjoen,66.0217,12.6316,12.06,87,75,2.57,NO,1726462836
414,la ronge,55.1001,-105.2842,12.14,94,0,2.57,CA,1726462837
415,joshimath,30.5667,79.5667,21.87,49,1,2.63,IN,1726462838
416,lae,-6.7221,146.9847,23.6,90,100,0.98,PG,1726462839
417,xinmin,41.9908,122.8253,24.48,63,76,3.79,CN,1726462840
418,mahajanga,-15.7167,46.3167,22.01,56,20,3.09,MG,1726462842
419,sao joao da barra,-21.6403,-41.0511,22.37,91,6,6.74,BR,1726462843
420,ulladulla,-35.35,150.4667,15.16,41,12,3.12,AU,1726462844
421,bezhetsk,57.7851,36.6965,15.67,56,75,1.89,RU,1726462845
422,tari,-11.1105,14.3559,17.31,93,68,1.19,AO,1726462846
423,totness,5.8833,-56.3167,26.8,81,9,4.77,SR,1726462847
424,talcahuano,-36.7167,-73.1167,8.82,61,0,3.6,CL,1726462848
425,asentamiento humano nicolas de pierola,-11.95,-76.7,23.08,41,10,0.4,PE,1726462849
426,sao paulo de olivenca,-3.3783,-68.8725,24.77,73,22,1.46,BR,1726462850
427,nishinoomote,30.7333,131.0,29.31,89,75,6.17,JP,1726462852
428,ciudad bolivar,8.1222,-63.5497,26.9,80,46,3.74,VE,1726462853
429,senador jose porfirio,-2.5908,-51.9542,25.45,68,6,1.36,BR,1726462854
430,berezovo,63.9381,65.0419,16.48,71,2,4.09,RU,1726462855
431,carletonville,-26.3609,27.3977,17.73,18,91,2.12,ZA,1726462856
432,de aar,-30.6497,24.0123,10.11,83,0,4.77,ZA,1726462857
433,nadi,-17.8,177.4167,28.0,69,40,4.63,FJ,1726462859
434,tuy hoa,13.0833,109.3,33.76,53,98,6.1,VN,1726462860
435,guanare,9.0418,-69.7421,23.12,93,85,1.49,VE,1726462862
436,ust'-kut,56.7938,105.7672,4.49,80,100,3.78,RU,1726462863
437,key largo,25.0865,-80.4473,27.22,72,67,0.52,US,1726462864
438,hirara,24.8,125.2833,31.15,84,75,8.75,JP,1726462865
439,dawei,14.0833,98.2,30.2,68,70,3.8,MM,1726462866
440,acarau,-2.8856,-40.12,25.55,77,28,8.14,BR,1726462867
441,maraba,-5.3686,-49.1178,28.1,69,48,1.54,BR,1726462869
442,alofi,-19.0595,-169.9187,25.94,78,52,3.09,NU,1726462871
443,afaahiti,-17.75,-149.2833,24.42,83,44,4.76,PF,1726462872
444,yanchep,-31.55,115.6833,21.83,36,0,5.1,AU,1726462873
445,nassau,40.7507,-73.5829,18.14,80,15,2.12,US,1726462874
446,merritt,50.1123,-120.7942,9.07,76,11,0.45,CA,1726462875
447,banamba,13.55,-7.45,23.72,86,100,2.8,ML,1726462876
448,merizo village,13.2658,144.6691,25.88,95,100,14.2,GU,1726462878
449,zeya,53.75,127.2667,10.0,94,100,2.41,RU,1726462880
450,salalah,17.0151,54.0924,26.63,74,57,2.83,OM,1726462881
451,sola,-13.8833,167.55,26.41,80,13,2.95,VU,1726462883
452,temiskaming shores,47.4938,-79.7153,17.89,80,28,3.47,CA,1726462884
453,puerto aysen,-45.4,-72.7,4.74,100,100,2.34,CL,1726462885
454,kirkwall,58.9848,-2.9587,11.09,81,100,4.12,GB,1726462886
455,carnarvon,-24.8667,113.6333,27.32,30,0,5.52,AU,1726462887
456,comodoro rivadavia,-45.8667,-67.5,9.92,43,0,11.32,AR,1726462888
457,nova vicosa,-17.8919,-39.3719,22.17,87,86,3.0,BR,1726462890
458,beitbridge,-22.2167,30.0,22.9,39,0,4.65,ZW,1726462891
459,koch'ang,35.4333,126.7,29.16,77,95,0.78,KR,1726462892
460,isangel,-19.55,169.2667,24.06,78,75,3.09,VU,1726462893
461,mahina,-17.5065,-149.489,25.87,83,100,1.54,PF,1726462894
462,shubarshi,48.5872,57.1869,19.77,41,78,7.89,KZ,1726462895
463,willemstad,12.1084,-68.9335,29.88,81,40,5.66,CW,1726462896
464,kindu,-2.95,25.95,23.36,65,58,1.4,CD,1726462897
465,santa ana,33.7456,-117.8678,20.25,78,100,2.57,US,1726462641
466,male,4.1748,73.5089,30.97,74,40,4.12,MV,1726462900
467,srbac,45.0978,17.525,10.07,94,100,3.57,BA,1726462901
468,natal,-5.795,-35.2094,23.12,83,20,3.09,BR,1726462803
469,neijiang,29.5835,105.0622,33.72,42,22,2.67,CN,1726462903
470,rayon,19.1444,-99.5836,13.13,92,100,0.77,MX,1726462904
471,bhamo,24.2667,97.2333,33.4,53,95,1.48,MM,1726462905
472,el calafate,-50.3408,-72.2768,2.11,83,34,2.08,AR,1726462906
473,guymon,36.6828,-101.4816,24.0,50,0,4.63,US,1726462907
474,olovyannaya,50.95,115.5667,18.45,24,0,9.56,RU,1726462909
475,lafiagi,8.8667,5.4167,23.91,94,85,1.64,NG,1726462910
476,colby,39.3958,-101.0524,22.22,57,0,8.94,US,1726462911
477,barreirinhas,-2.7469,-42.8264,25.13,83,30,4.76,BR,1726462912
478,gerash,27.6652,54.1371,25.08,40,0,1.58,IR,1726462913
479,sosnogorsk,63.6023,53.8817,17.84,80,100,2.13,RU,1726462914
480,zalingei,12.9096,23.4741,21.1,86,100,1.27,SD,1726462916
481,grand falls-windsor,48.9332,-55.6649,7.5,88,57,2.67,CA,1726462918
482,katabu,-4.9333,122.5167,32.73,43,86,1.42,ID,1726462919
483,havre,49.5833,0.3333,14.87,88,100,3.09,FR,1726462920
484,bengkulu,-3.8004,102.2655,28.67,67,18,4.38,ID,1726462923
485,quellon,-43.1167,-73.6167,5.0,93,31,2.39,CL,1726462924
486,vanimo,-2.6741,141.3028,29.96,69,64,4.41,PG,1726462925
487,conduaga,8.862,117.4893,28.24,80,99,7.14,PH,1726462926
488,holualoa,19.6228,-155.9522,26.02,86,10,0.87,US,1726462927
489,butembo,0.15,29.2833,16.46,84,80,0.9,CD,1726462928
490,baxter,46.3433,-94.2867,23.04,77,40,3.6,US,1726462929
491,bakanas,44.8081,76.2772,20.93,22,25,6.84,KZ,1726462930
492,revda,56.801,59.9303,13.45,72,18,2.46,RU,1726462931
493,chilliwack,49.1747,-121.9443,15.03,87,0,0.51,CA,1726462933
494,fortaleza,-3.7227,-38.5247,26.23,69,0,6.69,BR,1726462934
495,galliano,29.4422,-90.2992,24.0,94,0,0.0,US,1726462935
496,kamaishi,39.2667,141.8833,21.17,66,98,3.16,JP,1726462936
497,hamilton,39.1834,-84.5333,21.6,58,0,0.45,US,1726462937
498,port augusta,-32.5,137.7667,19.5,27,0,5.83,AU,1726462938
499,freetown,8.484,-13.2299,24.06,91,100,1.95,SL,1726462939
500,kolonia town,6.964,158.206,27.42,80,91,3.27,FM,1726462940
501,jawf al maqbabah,13.8378,45.8349,28.19,58,44,3.82,YE,1726462942
502,alice springs,-23.7,133.8833,16.75,19,100,5.14,AU,1726462821
503,kavieng,-2.5744,150.7967,28.9,74,68,4.0,PG,1726462944
504,nueva gerona,21.8833,-82.8,29.1,74,93,1.72,CU,1726462945
505,skien,59.2075,9.6105,12.72,99,100,1.66,NO,1726462946
506,puerto santa,-8.9906,-78.6456,15.72,90,3,2.94,PE,1726462947
507,fort st. john,56.2499,-120.8529,12.94,50,75,6.17,CA,1726462791
508,lazaro cardenas,17.9583,-102.2,27.51,85,100,1.39,MX,1726462950
509,tazacorte,28.629,-17.9293,21.54,64,100,3.09,ES,1726462952
510,moroni,-11.7022,43.2551,25.7,71,4,2.19,KM,1726462953
511,margate,51.3813,1.3862,14.37,88,99,4.09,GB,1726462905
512,aitape,-3.1374,142.3475,30.63,68,50,3.75,PG,1726462957
513,noumea,-22.2763,166.4572,20.42,62,97,5.46,NC,1726462958
514,pontes e lacerda,-15.2261,-59.3353,24.12,59,36,1.13,BR,1726462959
515,malabar,-33.9667,151.25,18.81,45,0,5.66,AU,1726462960
516,puerto colombia,10.9878,-74.9547,30.05,84,14,8.36,CO,1726462962
517,kara-balta,42.8142,73.8481,21.78,23,50,2.59,KG,1726462963
518,asbe teferi,9.0833,40.8667,18.38,67,91,2.83,ET,1726462964
519,general acha,-37.377,-64.6043,11.01,29,0,4.12,AR,1726462965
520,cullman,34.1748,-86.8436,22.36,83,100,0.0,US,1726462966
521,aripuana,-9.1667,-60.6333,25.86,60,30,1.24,BR,1726462968
522,minas de marcona,-15.2119,-75.1103,10.14,90,55,4.19,PE,1726462969
523,aswan,24.0934,32.907,27.61,32,0,3.09,EG,1726462971
524,hadibu,12.65,54.0333,26.33,75,69,7.16,YE,1726462973
525,vilyuysk,63.7553,121.6247,8.32,50,11,2.42,RU,1726462974
526,vadso,70.0744,29.7487,10.09,100,75,2.06,NO,1726462975
527,chiang kham,19.5233,100.3,34.01,70,32,1.48,TH,1726462976
528,keffi,8.8486,7.8736,23.27,96,82,0.87,NG,1726462977
529,belyy yar,53.6039,91.3903,5.94,65,0,5.0,RU,1726462978
530,brookings,44.3114,-96.7984,21.21,84,0,4.12,US,1726462979
531,idri,27.5,13.2667,27.37,39,4,3.83,LY,1726462980
532,greenville,35.6127,-77.3663,21.19,96,100,5.14,US,1726462981
533,karbala,32.616,44.0249,31.94,30,0,5.03,IQ,1726462983
534,loralai,30.3705,68.598,26.84,27,2,0.61,PK,1726462984
535,malanje,-9.5402,16.341,19.59,85,76,3.22,AO,1726462985
536,narbonne,43.0833,2.8333,13.65,64,68,8.49,FR,1726462987
537,qalat,32.1058,66.9083,25.4,17,29,4.87,AF,1726462988
538,queenstown,-31.8976,26.8753,12.24,85,100,2.73,ZA,1726462989
539,juneau,58.3019,-134.4197,12.0,95,100,5.14,US,1726462969
540,kolonia,50.9333,6.95,14.92,85,100,0.51,DE,1726462991
541,souillac,-20.5167,57.5167,24.21,57,20,7.2,MU,1726462993
542,walvis bay,-22.9575,14.5053,11.29,85,42,5.14,NA,1726462994
543,kafin hausa,12.2375,9.908,25.32,74,51,2.94,NG,1726462995
544,tezu,27.9167,96.1667,33.71,50,57,1.7,IN,1726462830
545,maracas,-13.4411,-40.4308,14.08,89,1,2.0,BR,1726462997
546,cooper's town,26.8667,-77.5167,29.17,77,100,3.28,BS,1726462742
547,korla,41.7597,86.1469,24.9,22,4,3.18,CN,1726462999
548,ixtapa,20.7,-105.2,28.46,94,75,2.06,MX,1726463000
549,sao jose da coroa grande,-8.8978,-35.1478,23.78,78,53,5.81,BR,1726463001
550,kristiansund,63.1115,7.732,11.36,93,75,0.0,NO,1726463003
551,mahenge,-8.6833,36.7167,18.2,74,9,1.87,TZ,1726463004
552,aljezur,37.3191,-8.8033,19.54,56,37,1.46,PT,1726463005
553,poronaysk,49.2167,143.1167,19.46,51,32,4.75,RU,1726463006
554,beidao,34.5686,105.8933,28.75,49,83,4.06,CN,1726463007
555,inari,68.906,27.0288,5.87,86,41,0.7,FI,1726463008
556,portrush,55.1959,-6.6493,10.02,91,90,2.97,GB,1726463009
557,trinidad,-14.8333,-64.9,22.29,44,27,2.28,BO,1726463010
558,manadhoo,5.7667,73.3833,28.21,77,44,4.96,MV,1726463011
559,soledad de doblado,19.05,-96.4167,28.91,97,97,1.24,MX,1726463013
560,port hedland,-20.3167,118.5667,34.03,9,0,6.17,AU,1726463014
561,montepuez,-13.1256,38.9997,20.43,78,80,2.0,MZ,1726463015
562,dolbeau-mistassini,48.8763,-72.212,16.26,86,71,1.44,CA,1726463016
563,chegdomyn,51.1167,133.0167,20.31,39,96,5.44,RU,1726463017
564,devils lake,48.1128,-98.8651,17.75,80,0,2.06,US,1726463018
